0.33961935175014224, [0.05553953 0.12734249 1.19969579], [-0.25596763  0.2234748   1.10449509], [-2.4108827   0.02107218  0.0414179 ], [ 2.28376851 -0.02816019  0.0165826 ], 7, 9
0.3398522415080562, [0.05729703 0.12766353 1.20147632], [-0.25390403  0.22373963  1.10440508], [-2.41286402  0.01706366  0.04969425], [ 2.28276038 -0.02645158  0.01697367], 4, 9
0.3398522415080562, [0.05729703 0.12766353 1.20147632], [-0.25390403  0.22373963  1.10440508], [-2.41286402  0.01706366  0.04969425], [ 2.28276038 -0.02645158  0.01697367], 4, 9
0.338432701062789, [0.0574178  0.12773315 1.19741576], [-0.25380221  0.22254941  1.10420272], [-2.41251016  0.02029956  0.04539884], [ 2.27730409 -0.02678392  0.0130892 ], 5, 9
0.338432701062789, [0.0574178  0.12773315 1.19741576], [-0.25380221  0.22254941  1.10420272], [-2.41251016  0.02029956  0.04539884], [ 2.27730409 -0.02678392  0.0130892 ], 5, 9
0.33941710427256, [0.0576671  0.12686708 1.20017258], [-0.25387502  0.22188981  1.10469401], [-2.41711149  0.01773972  0.05008861], [ 2.28165312 -0.02584522  0.01082763], 4, 9
0.33941710427256, [0.0576671  0.12686708 1.20017258], [-0.25387502  0.22188981  1.10469401], [-2.41711149  0.01773972  0.05008861], [ 2.28165312 -0.02584522  0.01082763], 4, 9
0.3400139724128142, [0.0583129  0.12590145 1.2006848 ], [-0.25334918  0.22232875  1.10488279], [-2.41605395  0.01650301  0.0574673 ], [ 2.28502471 -0.02511806  0.01070056], 5, 9
0.3400139724128142, [0.0583129  0.12590145 1.2006848 ], [-0.25334918  0.22232875  1.10488279], [-2.41605395  0.01650301  0.0574673 ], [ 2.28502471 -0.02511806  0.01070056], 5, 9
0.3391153159093718, [0.05781565 0.12538823 1.19984052], [-0.25315384  0.2226969   1.10588203], [-2.41552144  0.01500323  0.05966366], [ 2.2858082  -0.02504594  0.00661581], 4, 9
